mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,101,81,(1;8;1),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
2,1,target,81,81,(1;8;2),WS 2 (Port 1),75,205,205.0,30.0 + 60.0 + 30.0 + 10.0
3,0,return,81,81,WS 2 (Port 1),(1;0;1),213,293,293.0,30.0 + 20.0 + 30.0
4,2,target,83,83,(2;6;1),WS 2 (Port 2),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
5,1,return,83,83,WS 2 (Port 2),(1;0;0),195,323,323.0,30.0 + 68.0 + 30.0
6,2,target,112,112,(3;9;0),WS 2 (Port 1),230,375,375.0,30.0 + 75.0 + 30.0 + 10.0
7,0,return,112,112,WS 2 (Port 1),(0;2;3),379,464,464.0,30.0 + 25.0 + 30.0
8,1,target,275,275,(0;4;0),WS 2 (Port 1),348,453,453.0,30.0 + 35.0 + 30.0 + 10.0
9,1,return,275,275,WS 2 (Port 1),(0;2;2),457,542,542.0,30.0 + 25.0 + 30.0
10,2,reshuffle,114,387,(4;10;1),(0;2;1),450,572,572.0,30.0 + 62.0 + 30.0
11,0,reshuffle,383,387,(4;10;2),(0;2;0),524,644,644.0,30.0 + 60.0 + 30.0
12,1,target,387,387,(4;10;3),WS 2 (Port 1),602,757,757.0,30.0 + 85.0 + 30.0 + 10.0
13,0,return,387,387,WS 2 (Port 1),(1;1;2),765,850,850.0,30.0 + 25.0 + 30.0
