mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,52,52,(0;3;3),WS 1 (Port 1),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,52,52,WS 1 (Port 1),(1;0;1),118,193,193.0,30.0 + 15.0 + 30.0
3,1,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
4,0,return,71,71,WS 1 (Port 1),(1;0;0),208,283,283.0,30.0 + 15.0 + 30.0
5,2,target,198,198,(5;4;5),WS 1 (Port 2),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
6,2,return,198,198,WS 1 (Port 2),(0;2;4),174,254,254.0,30.0 + 20.0 + 30.0
7,1,target,273,273,(3;10;0),WS 1 (Port 1),265,410,410.0,30.0 + 75.0 + 30.0 + 10.0
8,0,return,273,273,WS 1 (Port 1),(0;2;3),418,498,498.0,30.0 + 20.0 + 30.0
9,2,target,392,392,(1;10;0),WS 1 (Port 2),299,434,434.0,30.0 + 65.0 + 30.0 + 10.0
10,1,return,392,392,WS 1 (Port 2),(0;2;2),442,528,528.0,30.0 + 26.0 + 30.0
