mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,27,27,(2;5;1),WS 2 (Port 1),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,27,27,WS 2 (Port 1),(0;0;7),163,238,238.0,30.0 + 15.0 + 30.0
3,1,reshuffle,31,119,(2;1;1),(0;0;6),15,268,268.0,30.0 + 193.0 + 30.0
4,2,reshuffle,53,119,(2;1;2),(0;0;5),45,298,298.0,30.0 + 193.0 + 30.0
5,0,reshuffle,75,119,(2;1;3),(0;0;4),253,328,328.0,30.0 + 15.0 + 30.0
6,1,reshuffle,97,119,(2;1;4),(0;0;3),283,358,358.0,30.0 + 15.0 + 30.0
7,2,target,119,119,(2;1;5),WS 2 (Port 1),313,413,413.0,30.0 + 30.0 + 30.0 + 10.0
8,0,transfer,119,119,WS 2 (Port 1),WS 2 (Port 2),439,499,499.0,30.0 + 0.0 + 30.0
9,0,return,119,119,WS 2 (Port 2),(0;0;2),535,610,610.0,30.0 + 15.0 + 30.0
10,1,reshuffle,13,79,(1;8;1),(0;0;1),403,640,640.0,30.0 + 177.0 + 30.0
11,2,reshuffle,35,79,(1;8;2),(0;0;0),463,670,670.0,30.0 + 147.0 + 30.0
12,0,reshuffle,57,79,(1;8;3),(0;1;7),655,755,755.0,30.0 + 40.0 + 30.0
13,1,target,79,79,(1;8;4),WS 2 (Port 1),685,815,815.0,30.0 + 60.0 + 30.0 + 10.0
14,0,return,79,79,WS 2 (Port 1),(0;1;6),817,897,897.0,30.0 + 20.0 + 30.0
15,2,target,12,12,(1;9;1),WS 2 (Port 2),720,855,855.0,30.0 + 65.0 + 30.0 + 10.0
16,1,return,12,12,WS 2 (Port 2),(0;1;5),861,941,941.0,30.0 + 20.0 + 30.0
