mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,374,348,(5;5;2),(0;2;4),50,150,150.0,30.0 + 40.0 + 30.0
2,1,target,348,348,(5;5;3),WS 1 (Port 1),80,210,210.0,30.0 + 60.0 + 30.0 + 10.0
3,0,return,348,348,WS 1 (Port 1),(1;0;1),214,289,289.0,30.0 + 15.0 + 30.0
4,2,reshuffle,101,81,(1;8;1),(0;2;3),45,180,180.0,30.0 + 75.0 + 30.0
5,2,target,81,81,(1;8;2),WS 1 (Port 1),215,340,340.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,81,81,WS 1 (Port 1),(1;0;0),348,423,423.0,30.0 + 15.0 + 30.0
7,1,target,83,83,(2;6;1),WS 1 (Port 2),250,370,370.0,30.0 + 50.0 + 30.0 + 10.0
8,1,return,83,83,WS 1 (Port 2),(0;2;2),374,454,454.0,30.0 + 20.0 + 30.0
9,2,target,112,112,(3;9;0),WS 1 (Port 1),400,540,540.0,30.0 + 70.0 + 30.0 + 10.0
10,0,return,112,112,WS 1 (Port 1),(0;2;1),544,624,624.0,30.0 + 20.0 + 30.0
11,1,target,273,273,(3;10;0),WS 1 (Port 1),509,654,654.0,30.0 + 75.0 + 30.0 + 10.0
12,0,return,273,273,WS 1 (Port 1),(0;2;0),658,738,738.0,30.0 + 20.0 + 30.0
13,2,target,275,275,(0;4;0),WS 1 (Port 2),560,660,660.0,30.0 + 30.0 + 30.0 + 10.0
14,1,return,275,275,WS 1 (Port 2),(1;1;2),664,744,744.0,30.0 + 20.0 + 30.0
15,2,target,323,323,(3;10;1),WS 1 (Port 1),725,870,870.0,30.0 + 75.0 + 30.0 + 10.0
16,0,return,323,323,WS 1 (Port 1),(1;1;1),874,954,954.0,30.0 + 20.0 + 30.0
