mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,316,105,(1;7;0),(0;2;4),40,130,130.0,30.0 + 30.0 + 30.0
2,1,reshuffle,5,105,(1;7;1),(0;2;3),70,160,160.0,30.0 + 30.0 + 30.0
3,2,reshuffle,187,105,(1;7;2),(0;2;2),100,190,190.0,30.0 + 30.0 + 30.0
4,0,target,105,105,(1;7;3),WS 2 (Port 1),160,285,285.0,30.0 + 55.0 + 30.0 + 10.0
5,0,return,105,105,WS 2 (Port 1),(1;0;1),297,377,377.0,30.0 + 20.0 + 30.0
6,1,reshuffle,273,195,(3;10;0),(0;2;1),215,330,330.0,30.0 + 55.0 + 30.0
7,2,reshuffle,323,195,(3;10;1),(0;2;0),245,360,360.0,30.0 + 55.0 + 30.0
8,1,reshuffle,290,195,(3;10;2),(0;3;2),385,495,495.0,30.0 + 50.0 + 30.0
9,2,target,195,195,(3;10;3),WS 2 (Port 1),415,565,565.0,30.0 + 80.0 + 30.0 + 10.0
10,0,return,195,195,WS 2 (Port 1),(1;0;0),597,677,677.0,30.0 + 20.0 + 30.0
