mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,16,126,(1;5;1),(0;0;7),30,120,120.0,30.0 + 30.0 + 30.0
2,1,reshuffle,38,126,(1;5;2),(0;0;6),60,150,150.0,30.0 + 30.0 + 30.0
3,2,reshuffle,60,126,(1;5;3),(0;0;5),90,180,180.0,30.0 + 30.0 + 30.0
4,0,reshuffle,82,126,(1;5;4),(0;0;4),150,240,240.0,30.0 + 30.0 + 30.0
5,1,reshuffle,104,126,(1;5;5),(0;0;3),180,270,270.0,30.0 + 30.0 + 30.0
6,2,target,126,126,(1;5;6),WS 1 (Port 1),210,320,320.0,30.0 + 40.0 + 30.0 + 10.0
7,0,return,126,126,WS 1 (Port 1),(0;0;2),324,394,394.0,30.0 + 10.0 + 30.0
8,1,reshuffle,30,118,(2;2;1),(0;0;1),290,424,424.0,30.0 + 74.0 + 30.0
9,2,reshuffle,52,118,(2;2;2),(0;0;0),340,454,454.0,30.0 + 54.0 + 30.0
10,0,reshuffle,74,118,(2;2;3),(0;1;7),414,489,489.0,30.0 + 15.0 + 30.0
11,1,reshuffle,96,118,(2;2;4),(0;1;6),444,519,519.0,30.0 + 15.0 + 30.0
12,2,target,118,118,(2;2;5),WS 1 (Port 1),474,574,574.0,30.0 + 30.0 + 30.0 + 10.0
13,0,return,118,118,WS 1 (Port 1),(0;1;5),594,669,669.0,30.0 + 15.0 + 30.0
