mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,386,75,(1;2;4),(0;2;4),15,80,80.0,30.0 + 5.0 + 30.0
2,1,reshuffle,186,75,(1;2;5),(0;2;3),45,110,110.0,30.0 + 5.0 + 30.0
3,2,reshuffle,395,75,(1;2;6),(0;2;2),75,140,140.0,30.0 + 5.0 + 30.0
4,0,target,75,75,(1;2;7),WS 1 (Port 1),105,200,200.0,30.0 + 25.0 + 30.0 + 10.0
5,0,return,75,75,WS 1 (Port 1),(1;0;1),600,675,675.0,30.0 + 15.0 + 30.0
6,1,reshuffle,57,181,(4;7;1),(0;2;1),155,260,260.0,30.0 + 45.0 + 30.0
7,2,reshuffle,359,181,(4;7;2),(0;2;0),185,290,290.0,30.0 + 45.0 + 30.0
8,1,reshuffle,355,181,(4;7;3),(0;3;2),305,405,405.0,30.0 + 40.0 + 30.0
9,2,target,181,181,(4;7;4),WS 1 (Port 2),335,470,470.0,30.0 + 65.0 + 30.0 + 10.0
10,1,return,181,181,WS 1 (Port 2),(1;0;0),482,705,705.0,30.0 + 163.0 + 30.0
