mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,17,105,(1;4;1),(0;0;7),25,110,110.0,30.0 + 25.0 + 30.0
2,1,reshuffle,39,105,(1;4;2),(0;0;6),55,140,140.0,30.0 + 25.0 + 30.0
3,2,reshuffle,61,105,(1;4;3),(0;0;5),85,170,170.0,30.0 + 25.0 + 30.0
4,0,reshuffle,83,105,(1;4;4),(0;0;4),135,220,220.0,30.0 + 25.0 + 30.0
5,1,target,105,105,(1;4;5),WS 1 (Port 1),165,270,270.0,30.0 + 35.0 + 30.0 + 10.0
6,0,return,105,105,WS 1 (Port 1),(0;0;3),284,354,354.0,30.0 + 10.0 + 30.0
7,2,target,157,157,(4;7;1),WS 1 (Port 1),225,360,360.0,30.0 + 65.0 + 30.0 + 10.0
8,1,return,157,157,WS 1 (Port 1),(0;0;2),362,432,432.0,30.0 + 10.0 + 30.0
9,0,target,158,158,(4;6;1),WS 1 (Port 1),404,534,534.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,158,158,WS 1 (Port 1),(0;0;1),542,612,612.0,30.0 + 10.0 + 30.0
11,2,target,159,159,(4;5;1),WS 1 (Port 2),405,530,530.0,30.0 + 55.0 + 30.0 + 10.0
12,1,return,159,159,WS 1 (Port 2),(0;0;0),532,642,642.0,30.0 + 50.0 + 30.0
