mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,390,98,(4;7;1),(0;0;5),55,170,170.0,30.0 + 55.0 + 30.0
2,1,reshuffle,324,98,(4;7;2),(0;0;4),85,200,200.0,30.0 + 55.0 + 30.0
3,2,reshuffle,233,98,(4;7;3),(0;0;3),115,230,230.0,30.0 + 55.0 + 30.0
4,0,reshuffle,178,98,(4;7;4),(0;0;2),225,340,340.0,30.0 + 55.0 + 30.0
5,1,reshuffle,131,98,(4;7;5),(0;0;1),255,370,370.0,30.0 + 55.0 + 30.0
6,2,target,98,98,(4;7;6),WS 1 (Port 1),285,420,420.0,30.0 + 65.0 + 30.0 + 10.0
7,0,return,98,98,WS 1 (Port 1),(0;0;0),480,550,550.0,30.0 + 10.0 + 30.0
8,1,reshuffle,377,118,(5;5;0),(0;1;5),420,525,525.0,30.0 + 45.0 + 30.0
9,2,reshuffle,220,118,(5;5;1),(0;1;4),470,575,575.0,30.0 + 45.0 + 30.0
10,1,reshuffle,165,118,(5;5;2),(0;1;3),570,675,675.0,30.0 + 45.0 + 30.0
11,0,reshuffle,151,118,(5;5;3),(0;1;2),600,705,705.0,30.0 + 45.0 + 30.0
12,2,target,118,118,(5;5;4),WS 1 (Port 1),630,760,760.0,30.0 + 60.0 + 30.0 + 10.0
13,0,return,118,118,WS 1 (Port 1),(0;1;1),768,843,843.0,30.0 + 15.0 + 30.0
