mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,13,79,(1;8;1),(0;0;7),45,150,150.0,30.0 + 45.0 + 30.0
2,1,reshuffle,35,79,(1;8;2),(0;0;6),75,180,180.0,30.0 + 45.0 + 30.0
3,2,reshuffle,57,79,(1;8;3),(0;0;5),105,210,210.0,30.0 + 45.0 + 30.0
4,0,target,79,79,(1;8;4),WS 1 (Port 1),195,320,320.0,30.0 + 55.0 + 30.0 + 10.0
5,0,return,79,79,WS 1 (Port 1),(0;0;4),326,396,396.0,30.0 + 10.0 + 30.0
6,1,target,22,22,(2;10;1),WS 1 (Port 1),240,380,380.0,30.0 + 70.0 + 30.0 + 10.0
7,1,return,22,22,WS 1 (Port 1),(0;0;3),386,456,456.0,30.0 + 10.0 + 30.0
8,2,target,12,12,(1;9;1),WS 1 (Port 2),260,390,390.0,30.0 + 60.0 + 30.0 + 10.0
9,0,return,12,12,WS 1 (Port 2),(0;0;2),406,486,486.0,30.0 + 20.0 + 30.0
10,2,reshuffle,31,119,(2;1;1),(0;0;1),405,516,516.0,30.0 + 51.0 + 30.0
11,1,reshuffle,53,119,(2;1;2),(0;0;0),471,546,546.0,30.0 + 15.0 + 30.0
12,0,reshuffle,75,119,(2;1;3),(0;1;7),501,571,571.0,30.0 + 10.0 + 30.0
13,2,reshuffle,97,119,(2;1;4),(0;1;6),531,601,601.0,30.0 + 10.0 + 30.0
14,1,target,119,119,(2;1;5),WS 1 (Port 1),561,656,656.0,30.0 + 25.0 + 30.0 + 10.0
15,0,return,119,119,WS 1 (Port 1),(0;1;5),658,733,733.0,30.0 + 15.0 + 30.0
16,2,target,10,10,(5;0;0),WS 1 (Port 1),631,736,736.0,30.0 + 35.0 + 30.0 + 10.0
17,1,return,10,10,WS 1 (Port 1),(0;1;4),746,821,821.0,30.0 + 15.0 + 30.0
18,0,target,20,20,(1;1;1),WS 1 (Port 1),738,828,828.0,30.0 + 20.0 + 30.0 + 10.0
19,0,return,20,20,WS 1 (Port 1),(0;1;3),854,929,929.0,30.0 + 15.0 + 30.0
