mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,56,56,(0;0;0),WS 1 (Port 1),0,80,80.0,30.0 + 10.0 + 30.0 + 10.0
2,0,return,56,56,WS 1 (Port 1),(0;0;0),88,158,158.0,30.0 + 10.0 + 30.0
3,1,target,3,3,(2;5;2),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
4,1,return,3,3,WS 1 (Port 1),(1;0;1),156,231,231.0,30.0 + 15.0 + 30.0
5,2,target,23,23,(4;5;0),WS 1 (Port 2),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,23,23,WS 1 (Port 2),(1;0;0),176,261,261.0,30.0 + 25.0 + 30.0
7,2,target,87,87,(4;3;0),WS 1 (Port 1),205,320,320.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,87,87,WS 1 (Port 1),(0;2;4),326,406,406.0,30.0 + 20.0 + 30.0
