mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,52,52,(0;3;3),WS 2 (Port 1),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
2,0,return,52,52,WS 2 (Port 1),(1;0;1),123,203,203.0,30.0 + 20.0 + 30.0
3,1,target,71,71,(2;10;5),WS 2 (Port 1),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
4,1,return,71,71,WS 2 (Port 1),(1;0;0),213,293,293.0,30.0 + 20.0 + 30.0
5,2,target,273,273,(3;10;0),WS 2 (Port 2),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
6,0,return,273,273,WS 2 (Port 2),(0;2;4),223,308,308.0,30.0 + 25.0 + 30.0
7,2,reshuffle,255,388,(0;1;0),(0;2;3),225,338,338.0,30.0 + 53.0 + 30.0
8,1,target,388,388,(0;1;1),WS 2 (Port 1),303,393,393.0,30.0 + 20.0 + 30.0 + 10.0
9,0,return,388,388,WS 2 (Port 1),(0;1;1),397,477,477.0,30.0 + 20.0 + 30.0
10,2,target,392,392,(1;10;0),WS 2 (Port 1),383,523,523.0,30.0 + 70.0 + 30.0 + 10.0
11,0,return,392,392,WS 2 (Port 1),(0;1;0),531,611,611.0,30.0 + 20.0 + 30.0
