mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(2;0;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(1;0;1),121,201,201.0,30.0 + 20.0 + 30.0
3,1,target,275,275,(0;4;0),WS 2 (Port 2),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
4,1,return,275,275,WS 2 (Port 2),(1;0;0),141,231,231.0,30.0 + 30.0 + 30.0
5,2,target,135,135,(5;6;1),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
6,2,return,135,135,WS 2 (Port 1),(0;2;4),211,296,296.0,30.0 + 25.0 + 30.0
7,0,target,101,101,(1;8;1),WS 2 (Port 1),241,371,371.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,101,101,WS 2 (Port 1),(0;2;3),387,472,472.0,30.0 + 25.0 + 30.0
9,1,target,332,332,(4;4;4),WS 2 (Port 2),266,391,391.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,332,332,WS 2 (Port 2),(0;2;2),395,502,502.0,30.0 + 47.0 + 30.0
