mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,87,10,(4;3;0),(0;2;4),35,120,120.0,30.0 + 25.0 + 30.0
2,1,reshuffle,204,10,(4;3;1),(0;2;3),65,150,150.0,30.0 + 25.0 + 30.0
3,2,reshuffle,197,10,(4;3;2),(0;2;2),95,180,180.0,30.0 + 25.0 + 30.0
4,0,reshuffle,80,10,(4;3;3),(0;2;1),145,230,230.0,30.0 + 25.0 + 30.0
5,1,reshuffle,253,10,(4;3;4),(0;2;0),175,260,260.0,30.0 + 25.0 + 30.0
6,2,reshuffle,113,10,(4;3;5),(0;3;2),205,285,285.0,30.0 + 20.0 + 30.0
7,0,target,10,10,(4;3;6),WS 1 (Port 1),255,370,370.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,10,10,WS 1 (Port 1),(1;0;1),372,447,447.0,30.0 + 15.0 + 30.0
9,1,reshuffle,150,24,(1;4;0),(0;3;1),275,345,345.0,30.0 + 10.0 + 30.0
10,2,reshuffle,35,24,(1;4;1),(0;3;0),305,375,375.0,30.0 + 10.0 + 30.0
11,1,target,24,24,(1;4;2),WS 1 (Port 1),355,460,460.0,30.0 + 35.0 + 30.0 + 10.0
12,0,return,24,24,WS 1 (Port 1),(1;0;0),464,539,539.0,30.0 + 15.0 + 30.0
13,2,reshuffle,174,118,(2;3;2),(0;6;6),385,470,470.0,30.0 + 25.0 + 30.0
14,1,reshuffle,349,118,(2;3;3),(0;6;5),485,570,570.0,30.0 + 25.0 + 30.0
15,2,reshuffle,33,118,(2;3;4),(0;6;4),515,600,600.0,30.0 + 25.0 + 30.0
16,0,reshuffle,263,118,(2;3;5),(0;6;3),559,644,644.0,30.0 + 25.0 + 30.0
17,1,target,118,118,(2;3;6),WS 1 (Port 1),595,700,700.0,30.0 + 35.0 + 30.0 + 10.0
18,0,return,118,118,WS 1 (Port 1),(1;1;2),702,782,782.0,30.0 + 20.0 + 30.0
19,2,target,13,13,(3;0;0),WS 2 (Port 1),645,745,745.0,30.0 + 30.0 + 30.0 + 10.0
20,1,return,13,13,WS 2 (Port 1),(1;1;1),749,834,834.0,30.0 + 25.0 + 30.0
21,2,target,27,27,(5;3;0),WS 2 (Port 1),790,915,915.0,30.0 + 55.0 + 30.0 + 10.0
22,0,return,27,27,WS 2 (Port 1),(1;1;0),919,1004,1004.0,30.0 + 25.0 + 30.0
23,1,target,79,79,(2;0;1),WS 2 (Port 2),844,939,939.0,30.0 + 25.0 + 30.0 + 10.0
24,1,return,79,79,WS 2 (Port 2),(2;0;1),943,1028,1028.0,30.0 + 25.0 + 30.0
25,2,reshuffle,377,119,(2;4;3),(0;6;2),950,1030,1030.0,30.0 + 20.0 + 30.0
26,0,target,119,119,(2;4;4),WS 2 (Port 1),1024,1139,1139.0,30.0 + 45.0 + 30.0 + 10.0
27,0,return,119,119,WS 2 (Port 1),(2;0;0),1143,1228,1228.0,30.0 + 25.0 + 30.0
