mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,101,81,(1;8;1),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
2,1,target,81,81,(1;8;2),WS 2 (Port 1),75,205,205.0,30.0 + 60.0 + 30.0 + 10.0
3,0,return,81,81,WS 2 (Port 1),(1;0;1),213,293,293.0,30.0 + 20.0 + 30.0
4,2,target,83,83,(2;6;1),WS 2 (Port 2),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
5,1,return,83,83,WS 2 (Port 2),(1;0;0),195,323,323.0,30.0 + 68.0 + 30.0
6,2,target,112,112,(3;9;0),WS 2 (Port 1),230,375,375.0,30.0 + 75.0 + 30.0 + 10.0
7,0,return,112,112,WS 2 (Port 1),(0;2;3),379,464,464.0,30.0 + 25.0 + 30.0
8,1,target,275,275,(0;4;0),WS 2 (Port 1),348,453,453.0,30.0 + 35.0 + 30.0 + 10.0
9,1,return,275,275,WS 2 (Port 1),(0;2;2),457,542,542.0,30.0 + 25.0 + 30.0
10,2,reshuffle,3,361,(2;5;2),(0;2;1),415,572,572.0,30.0 + 97.0 + 30.0
11,0,target,361,361,(2;5;3),WS 2 (Port 1),489,609,609.0,30.0 + 50.0 + 30.0 + 10.0
12,0,return,361,361,WS 2 (Port 1),(0;2;0),613,698,698.0,30.0 + 25.0 + 30.0
