mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,35,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,target,35,35,(1;4;1),WS 2 (Port 1),55,165,165.0,30.0 + 40.0 + 30.0 + 10.0
3,0,return,35,35,WS 2 (Port 1),(1;0;1),181,261,261.0,30.0 + 20.0 + 30.0
4,2,target,273,273,(3;10;0),WS 2 (Port 2),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
5,1,return,273,273,WS 2 (Port 2),(1;0;0),223,303,303.0,30.0 + 20.0 + 30.0
6,2,target,255,255,(0;1;0),WS 2 (Port 1),225,315,315.0,30.0 + 20.0 + 30.0 + 10.0
7,0,return,255,255,WS 2 (Port 1),(0;1;0),317,397,397.0,30.0 + 20.0 + 30.0
8,1,target,71,71,(2;10;5),WS 2 (Port 1),358,503,503.0,30.0 + 75.0 + 30.0 + 10.0
9,0,return,71,71,WS 2 (Port 1),(0;2;3),507,592,592.0,30.0 + 25.0 + 30.0
