mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,52,52,(0;3;3),WS 1 (Port 1),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,52,52,WS 1 (Port 1),(1;0;1),118,193,193.0,30.0 + 15.0 + 30.0
3,1,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,71,71,WS 1 (Port 1),(1;0;0),204,279,279.0,30.0 + 15.0 + 30.0
5,2,target,273,273,(3;10;0),WS 1 (Port 2),65,210,210.0,30.0 + 75.0 + 30.0 + 10.0
6,0,return,273,273,WS 1 (Port 2),(1;1;2),218,298,298.0,30.0 + 20.0 + 30.0
7,2,target,302,302,(0;2;5),WS 1 (Port 1),220,310,310.0,30.0 + 20.0 + 30.0 + 10.0
8,0,return,302,302,WS 1 (Port 1),(0;2;5),318,398,398.0,30.0 + 20.0 + 30.0
9,1,target,392,392,(1;10;0),WS 1 (Port 1),329,464,464.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,392,392,WS 1 (Port 1),(0;2;4),472,552,552.0,30.0 + 20.0 + 30.0
